Player,Nation,Pos,Age,MP,Starts,Min,Gls,Ast,PK,CrdY,CrdR,xG,xAG,Team,Comp
Filippo Melegoni,it ITA,"MF,FW",26,3,1,89,0,1,0,0,0,0.0,0.5,Genoa,it Serie A
Arthur Melo,br BRA,MF,28,3,0,94,0,0,0,0,0,0.0,0.0,Girona,es La Liga
Nuno Mendes,pt POR,DF,22,16,15,1233,0,2,0,1,0,0.9,3.7,Paris S-G,fr Ligue 1
Brais Méndez,es ESP,MF,28,21,15,1259,3,1,3,4,0,2.8,1.7,Real Sociedad,es La Liga
Antoine Mendy,fr FRA,DF,20,11,5,539,0,0,0,1,0,0.4,0.1,Nice,fr Ligue 1
Ferland Mendy,fr FRA,DF,29,14,12,1005,0,1,0,1,1,0.0,0.5,Real Madrid,es La Liga
Nampalys Mendy,sn SEN,MF,32,4,1,110,0,0,0,0,0,0.0,0.0,Lens,fr Ligue 1
Gideon Mensah,gh GHA,DF,26,19,18,1614,0,1,0,2,0,0.2,1.9,Auxerre,fr Ligue 1
Alex Meret,it ITA,GK,27,24,24,2105,0,0,0,0,0,0.0,0.0,Napoli,it Serie A
Mikel Merino,es ESP,"MF,FW",28,19,10,969,4,1,4,2,0,3.4,1.2,Arsenal,eng Premier League
Quentin Merlin,fr FRA,DF,22,17,15,1137,1,3,1,1,0,1.3,2.6,Marseille,fr Ligue 1
Víctor Meseguer,es ESP,MF,25,14,2,418,0,0,0,1,0,0.7,0.0,Valladolid,es La Liga
Rafik Messali,fr FRA,DF,21,8,3,290,0,0,0,0,0,0.2,0.7,Toulouse,fr Ligue 1
Junior Messias,br BRA,"MF,FW",33,10,5,537,1,1,1,1,0,2.0,0.3,Genoa,it Serie A
Connor Metcalfe,au AUS,MF,25,4,2,227,0,0,0,0,0,0.4,0.1,St. Pauli,de Bundesliga
Karol Mets,ee EST,DF,31,10,10,900,0,0,0,1,0,0.1,0.2,St. Pauli,de Bundesliga
Thomas Meunier,be BEL,DF,33,21,13,1225,1,0,1,3,0,1.4,0.5,Lille,fr Ligue 1
Alexander Meyer,de GER,GK,33,2,2,180,0,0,0,0,0,0.0,0.1,Dortmund,de Bundesliga
Shumaira Mheuka,eng ENG,MF,17,1,0,1,0,0,0,0,0,0.1,0.0,Chelsea,eng Premier League
Lucas Michal,fr FRA,"FW,MF",19,7,0,100,0,0,0,0,0,0.2,0.9,Monaco,fr Ligue 1
Florian Micheler,at AUT,MF,19,1,0,32,0,0,0,1,0,0.0,0.0,Hoffenheim,de Bundesliga
Miguel,es ESP,FW,25,25,17,1569,1,3,0,3,0,4.1,1.4,Leganés,es La Liga
Valentin Mihaila,ro ROU,"FW,MF",25,21,16,1288,0,3,0,2,0,2.4,1.2,Parma,it Serie A
Georges Mikautadze,ge GEO,FW,24,24,9,998,6,2,5,1,0,6.7,1.6,Lyon,fr Ligue 1
Igor Miladinović,rs SRB,"FW,MF",21,3,0,26,0,0,0,0,0,0.0,0.0,Saint-Étienne,fr Ligue 1
Nikola Milenković,rs SRB,DF,27,26,26,2340,3,1,3,4,0,3.4,0.3,Nott'ham Forest,eng Premier League
Lewis Miley,eng ENG,MF,18,8,1,192,1,0,1,0,0,0.5,0.0,Newcastle Utd,eng Premier League
Vanja Milinković-Savić,rs SRB,GK,28,26,26,2340,0,0,0,2,0,0.0,0.1,Torino,it Serie A
Éder Militão,br BRA,DF,27,12,11,938,1,1,1,2,0,0.6,0.5,Real Madrid,es La Liga
Luis Milla,es ESP,MF,30,22,21,1901,1,2,0,3,0,1.5,1.9,Getafe,es La Liga
Pere Milla,es ESP,"MF,FW",32,10,1,246,0,0,0,2,0,0.3,0.1,Espanyol,es La Liga
Enzo Millot,fr FRA,"MF,FW",22,23,17,1440,4,2,4,6,0,6.4,2.1,Stuttgart,de Bundesliga
James Milner,eng ENG,MF,39,3,3,169,0,0,0,1,0,0.2,0.2,Brighton,eng Premier League
Kim Min-jae,kr KOR,DF,28,23,23,2005,2,0,2,2,0,1.6,0.3,Bayern Munich,de Bundesliga
Yerry Mina,co COL,DF,30,24,24,1989,0,0,0,6,1,1.9,0.3,Cagliari,it Serie A
Takumi Minamino,jp JPN,"MF,FW",30,22,19,1572,4,3,4,2,0,7.0,5.0,Monaco,fr Ligue 1
Lucas Mincarelli,fr FRA,DF,21,4,3,251,0,0,0,0,0,0.0,0.2,Montpellier,fr Ligue 1
Tyrone Mings,eng ENG,DF,31,9,7,691,0,0,0,1,0,0.3,0.2,Aston Villa,eng Premier League
Óscar Mingueza,es ESP,"MF,DF",25,23,21,1808,2,5,2,3,1,0.9,4.7,Celta Vigo,es La Liga
Kim Minsu,kr KOR,"MF,FW",19,3,0,22,0,0,0,0,0,0.0,0.0,Girona,es La Liga
Yankuba Minteh,gm GAM,"FW,MF",20,22,11,1108,5,3,5,6,0,3.2,3.8,Brighton,eng Premier League
Bojan Miovski,mk MKD,FW,25,13,10,721,2,1,2,0,0,2.7,0.2,Girona,es La Liga
Rafa Mir,es ESP,"MF,FW",27,9,3,366,0,1,0,2,0,1.9,0.4,Valencia,es La Liga
Juan Miranda,es ESP,DF,25,22,16,1494,0,4,0,3,0,0.3,4.1,Bologna,it Serie A
Fabio Miretti,it ITA,"MF,FW",21,22,19,1438,1,3,1,1,0,2.2,1.8,Genoa,it Serie A
Tyrick Mitchell,eng ENG,DF,25,27,27,2329,0,4,0,2,0,1.2,5.3,Crystal Palace,eng Premier League
Kaoru Mitoma,jp JPN,"FW,MF",27,27,24,2148,7,3,7,0,0,6.8,4.3,Brighton,eng Premier League
Maximilian Mittelstädt,de GER,DF,27,22,19,1699,1,5,1,4,0,0.6,3.8,Stuttgart,de Bundesliga
Koji Miyoshi,jp JPN,"FW,MF",27,14,6,450,1,0,1,0,1,1.1,0.8,Bochum,de Bundesliga
Henrikh Mkhitaryan,am ARM,MF,36,25,24,1897,1,3,1,3,0,1.4,1.7,Inter,it Serie A
Jakub Moder,pl POL,MF,25,4,0,11,0,0,0,0,0,0.0,0.2,Brighton,eng Premier League
Rui Modesto,ao ANG,DF,25,11,2,257,0,0,0,1,0,0.1,0.0,Udinese,it Serie A
Luka Modrić,hr CRO,MF,39,25,10,1150,2,3,2,6,0,1.3,4.8,Real Madrid,es La Liga
Max Moerstedt,de GER,FW,,12,5,451,0,0,0,2,0,0.8,0.6,Hoffenheim,de Bundesliga
Mostafa Mohamed,eg EGY,FW,27,21,7,813,3,0,3,2,0,3.7,0.2,Nantes,fr Ligue 1
Johan Mojica,co COL,DF,32,24,21,1931,1,2,1,5,0,0.8,3.0,Mallorca,es La Liga
David Mokwa,fr FRA,"DF,FW",20,2,0,22,0,0,0,0,0,0.3,0.0,Hoffenheim,de Bundesliga
Alberto Moleiro,es ESP,"FW,MF",21,25,23,1900,4,0,4,5,0,4.5,2.5,Las Palmas,es La Liga
Nahuel Molina,ar ARG,DF,26,19,14,1225,0,3,0,0,0,0.5,1.3,Atlético Madrid,es La Liga
Florent Mollet,fr FRA,"MF,FW",33,9,3,242,0,0,0,1,0,0.3,0.3,Nantes,fr Ligue 1
Jon Moncayola,es ESP,MF,26,24,20,1647,0,0,0,7,0,1.5,2.1,Osasuna,es La Liga
Gonzalo Montiel,ar ARG,"DF,MF",28,6,1,113,0,0,0,1,0,0.0,0.0,Sevilla,es La Liga
Lorenzo Montipò,it ITA,GK,29,26,26,2340,0,0,0,0,0,0.0,0.0,Hellas Verona,it Serie A
Mikey Moore,eng ENG,"FW,MF",17,7,2,185,0,1,0,0,0,0.2,0.3,Tottenham,eng Premier League
Álvaro Morata,es ESP,"FW,MF",32,16,13,1099,5,0,5,5,0,3.9,0.8,Milan,it Serie A
Morato,br BRA,DF,23,18,4,601,0,0,0,1,0,0.1,0.0,Nott'ham Forest,eng Premier League
Diego Moreira,pt POR,"DF,MF",20,23,20,1833,1,5,1,4,0,1.6,5.0,Strasbourg,fr Ligue 1
Alberto Moreno,es ESP,DF,32,18,17,1361,0,0,0,4,0,0.3,0.9,Como,it Serie A
Álex Moreno,es ESP,DF,31,13,10,813,0,1,0,2,0,0.2,1.0,Nott'ham Forest,eng Premier League
Gerard Moreno,es ESP,FW,32,12,6,599,3,1,0,0,0,4.2,3.0,Villarreal,es La Liga
Matias Moreno,ar ARG,DF,21,3,2,127,0,0,0,0,0,0.0,0.0,Fiorentina,it Serie A
Tete Morente,es ESP,FW,28,23,16,1459,3,1,3,2,0,2.1,0.8,Lecce,it Serie A
Mateu Morey,es ESP,DF,25,8,4,382,0,0,0,1,0,0.0,0.1,Mallorca,es La Liga
Ilaix Moriba,gn GUI,MF,22,22,15,1362,0,1,0,7,1,0.6,1.1,Celta Vigo,es La Liga
Manu Morlanes,es ESP,MF,26,17,12,1050,0,0,0,5,0,0.4,0.2,Mallorca,es La Liga
Nikola Moro,hr CRO,MF,26,17,13,1062,0,2,0,0,0,0.5,0.8,Bologna,it Serie A
Raúl Moro,es ESP,"FW,MF",22,21,15,1441,3,2,3,1,0,2.2,3.9,Valladolid,es La Liga
Sam Morsy,eg EGY,MF,33,24,22,1979,1,1,1,8,0,0.3,0.7,Ipswich Town,eng Premier League
Gabriel Moscardo,br BRA,MF,19,3,0,32,0,0,0,0,0,0.0,0.0,Reims,fr Ligue 1
Cristhian Mosquera,es ESP,DF,20,25,25,2239,1,0,1,5,0,0.4,0.0,Valencia,es La Liga
Daniel Mosquera,co COL,FW,25,24,6,840,4,1,4,2,0,3.9,1.3,Hellas Verona,it Serie A
Yerson Mosquera,co COL,DF,23,5,5,441,0,0,0,2,0,0.3,0.1,Wolves,eng Premier League
Dany Mota,pt POR,"MF,FW",26,22,16,1391,4,0,4,2,0,3.1,0.8,Monza,it Serie A
Yael Mouanga,fr FRA,DF,19,6,4,430,0,0,0,1,0,0.1,0.2,Montpellier,fr Ligue 1
Aimen Moueffek,fr FRA,MF,23,13,6,557,0,1,0,0,0,0.8,0.4,Saint-Étienne,fr Ligue 1
Youssoufa Moukoko,de GER,"FW,MF",20,11,2,204,2,1,2,0,0,2.2,0.8,Nice,fr Ligue 1
Steve Mounié,bj BEN,"FW,MF",30,13,1,295,0,0,0,2,0,1.9,0.0,Augsburg,de Bundesliga
Mason Mount,eng ENG,"MF,FW",26,8,4,247,0,0,0,2,0,0.4,0.1,Manchester Utd,eng Premier League
Santiago Mouriño,uy URU,DF,23,15,10,949,0,0,0,3,0,0.5,0.4,Alavés,es La Liga
Louis Mouton,fr FRA,MF,22,19,12,947,0,1,0,2,0,1.2,1.2,Saint-Étienne,fr Ligue 1
Divin Mubama,eng ENG,FW,20,1,0,28,0,0,0,0,0,0.0,0.0,Manchester City,eng Premier League
Mykhailo Mudryk,ua UKR,FW,24,7,1,151,0,0,0,0,0,0.3,1.0,Chelsea,eng Premier League
Ngal'Ayel Mukau,cd COD,MF,20,16,11,955,0,1,0,4,0,0.7,0.5,Lille,fr Ligue 1
Nordi Mukiele,fr FRA,DF,27,12,8,674,1,0,1,4,0,1.3,0.6,Leverkusen,de Bundesliga
Florian Müller,de GER,GK,27,3,3,270,0,0,0,0,0,0.0,0.0,Freiburg,de Bundesliga
Kevin Müller,de GER,GK,33,24,24,2160,0,0,0,0,0,0.0,0.0,Heidenheim,de Bundesliga
Marius Müller,de GER,GK,31,5,4,385,0,0,0,0,0,0.0,0.0,Wolfsburg,de Bundesliga
Thomas Müller,de GER,"MF,FW",35,21,7,803,1,2,1,3,0,2.9,1.9,Bayern Munich,de Bundesliga
Abdul Mumin,gh GHA,DF,26,24,24,2017,2,1,2,6,1,0.6,0.2,Rayo Vallecano,es La Liga
Marshall Munetsi,zw ZIM,"FW,MF",28,3,2,225,0,1,0,0,0,1.5,0.8,Wolves,eng Premier League
Rodrigo Muniz,br BRA,FW,23,26,6,769,5,1,5,1,0,4.5,0.6,Fulham,eng Premier League
Aihen Muñoz,es ESP,DF,27,14,8,598,0,0,0,4,0,0.1,0.1,Real Sociedad,es La Liga
Álex Muñoz,es ESP,DF,30,16,14,1163,3,0,3,1,0,0.7,0.4,Las Palmas,es La Liga
Daniel Muñoz,co COL,DF,28,26,26,2253,3,4,3,7,0,3.7,3.8,Crystal Palace,eng Premier League
Iker Muñoz,es ESP,MF,22,14,3,378,0,0,0,2,0,0.2,0.2,Osasuna,es La Liga
Javier Muñoz,es ESP,"MF,DF",30,26,20,1891,0,2,0,2,0,0.9,2.0,Las Palmas,es La Liga
Arijanet Muric,xk KVX,GK,26,18,18,1620,0,0,0,1,0,0.0,0.0,Ipswich Town,eng Premier League
Murillo,br BRA,DF,22,26,26,2298,1,0,1,5,0,1.2,1.1,Nott'ham Forest,eng Premier League
Vedat Muriqi,xk KVX,FW,30,21,17,1533,6,2,5,1,2,7.6,1.9,Mallorca,es La Liga
Jacob Murphy,eng ENG,FW,30,24,20,1590,5,8,5,3,0,3.8,6.3,Newcastle Utd,eng Premier League
Bob Murphy Omoregbe,it ITA,MF,21,1,0,3,0,0,0,0,0,0.0,0.0,Milan,it Serie A
Yunus Musah,us USA,"MF,FW",22,22,14,1264,0,2,0,4,0,1.2,1.5,Milan,it Serie A
Jamal Musiala,de GER,MF,22,21,18,1550,11,2,11,2,0,7.8,3.9,Bayern Munich,de Bundesliga
Florent Muslija,xk KVX,"FW,MF",26,9,0,168,0,0,0,0,0,0.3,0.3,Freiburg,de Bundesliga
Almoatasem Al Musrati,ly LBY,MF,28,5,2,247,0,1,0,0,0,0.2,0.3,Monaco,fr Ligue 1
Juan Musso,ar ARG,GK,30,1,1,90,0,0,0,0,0,0.0,0.0,Atalanta,it Serie A
Kingstone Mutandwa,zm ZAM,"MF,FW",22,3,0,50,0,0,0,0,0,0.3,0.0,Cagliari,it Serie A
Junior Mwanga,fr FRA,MF,21,3,3,232,0,0,0,1,1,0.3,0.1,Le Havre,fr Ligue 1
Phillipp Mwene,at AUT,DF,31,25,25,2157,0,4,0,4,0,1.2,1.6,Mainz 05,de Bundesliga
Vitaliy Mykolenko,ua UKR,DF,25,25,25,2182,0,1,0,2,0,0.4,1.4,Everton,eng Premier League
Joakim Mæhle,dk DEN,DF,27,18,16,1376,3,3,3,5,0,1.7,1.5,Wolfsburg,de Bundesliga
Obite N'Dicka,ci CIV,DF,25,27,27,2430,0,1,0,2,0,0.8,0.7,Roma,it Serie A
Konan N'dri,ci CIV,"FW,MF",24,3,0,13,0,0,0,0,0,0.0,0.0,Lecce,it Serie A
Loïc N'Gatta,fr FRA,DF,21,2,0,13,0,0,0,1,0,0.0,0.0,Auxerre,fr Ligue 1
Nathan N'Goumou,fr FRA,FW,24,16,8,744,2,1,2,0,0,1.5,1.3,Gladbach,de Bundesliga
Djylian N'Guessan,fr FRA,FW,16,6,2,128,0,0,0,0,0,0.4,0.1,Saint-Étienne,fr Ligue 1
Stanley N'Soki,fr FRA,DF,25,16,12,925,0,0,0,0,1,0.1,0.1,Hoffenheim,de Bundesliga
Mickael Nade,fr FRA,DF,26,16,15,1406,1,1,1,1,0,0.7,0.5,Saint-Étienne,fr Ligue 1
Bilal Nadir,fr FRA,MF,21,11,3,248,1,0,1,1,0,0.4,0.4,Marseille,fr Ligue 1
Mahamadou Nagida,cm CMR,DF,19,12,4,430,2,0,2,1,0,1.5,0.3,Rennes,fr Ligue 1
Keito Nakamura,jp JPN,FW,24,23,22,1852,8,1,8,2,0,6.2,1.4,Reims,fr Ligue 1
Sebastian Nanasi,se SWE,"FW,MF",22,22,20,1594,5,3,5,0,0,5.0,3.0,Strasbourg,fr Ligue 1
Yael Nandjou,fr FRA,DF,19,3,2,154,0,0,0,0,0,0.2,0.7,Nice,fr Ligue 1
Matija Nastasić,rs SRB,DF,31,21,19,1749,1,0,1,2,0,0.1,0.0,Leganés,es La Liga
Natan,br BRA,DF,24,20,13,1229,0,0,0,2,1,0.2,0.6,Betis,es La Liga
Pau Navarro,es ESP,DF,19,10,3,518,0,0,0,0,0,0.0,0.0,Villarreal,es La Liga
Roberto Navarro,es ESP,"MF,FW",22,23,15,1278,1,0,1,3,0,2.0,1.9,Mallorca,es La Liga
Jesús Navas,es ESP,"FW,MF",39,15,3,424,1,0,1,0,0,0.5,0.5,Sevilla,es La Liga
Michel Ndary Adopo,fr FRA,MF,24,25,17,1573,0,1,0,4,1,0.9,1.2,Cagliari,it Serie A
Youssouf Ndayishimiye,bi BDI,DF,26,16,15,1302,1,0,1,4,0,0.4,0.1,Nice,fr Ligue 1
Iliman Ndiaye,sn SEN,FW,25,24,22,1877,6,0,5,3,0,3.6,1.5,Everton,eng Premier League
Junior Ndiaye,fr FRA,FW,19,9,0,112,0,0,0,0,0,0.3,0.0,Montpellier,fr Ligue 1
Rassoul Ndiaye,sn SEN,MF,23,19,11,986,1,0,1,2,0,1.6,0.5,Le Havre,fr Ligue 1
Wilfred Ndidi,ng NGA,MF,28,18,18,1465,0,4,0,4,0,1.6,1.4,Leicester City,eng Premier League
Tanguy Ndombele,fr FRA,MF,28,18,12,1131,1,2,1,2,0,2.4,2.4,Nice,fr Ligue 1
Cher Ndour,it ITA,"MF,FW",20,3,1,126,0,0,0,0,0,0.0,0.0,Fiorentina,it Serie A
Dan Ndoye,ch SUI,FW,24,22,19,1519,6,2,4,2,0,5.9,1.6,Bologna,it Serie A
Paul Nebel,de GER,MF,22,23,18,1633,7,2,7,3,0,4.3,2.3,Mainz 05,de Bundesliga
Kosta Nedeljković,rs SRB,DF,19,5,0,126,0,0,0,0,0,0.0,0.0,Aston Villa,eng Premier League
Loïc Nego,hu HUN,"DF,FW",34,21,18,1561,0,0,0,2,0,0.6,0.4,Le Havre,fr Ligue 1
Ivan Nekić,hr CRO,DF,24,1,1,71,0,0,0,0,0,0.0,0.0,Holstein Kiel,de Bundesliga
Reiss Nelson,eng ENG,FW,25,1,0,3,0,0,0,0,0,0.0,0.0,Arsenal,eng Premier League
Victor Nelsson,dk DEN,DF,26,2,0,78,0,0,0,0,0,0.0,0.0,Roma,it Serie A
David Nemeth,at AUT,DF,23,14,14,1237,0,0,0,2,0,0.0,0.1,St. Pauli,de Bundesliga
David Neres,br BRA,FW,28,22,10,981,2,4,2,1,0,1.9,2.5,Napoli,it Serie A
Neto,br BRA,GK,35,2,2,180,0,0,0,0,0,0.0,0.0,Bournemouth,eng Premier League
Pedro Neto,pt POR,FW,24,24,14,1351,3,4,3,6,0,1.9,4.0,Chelsea,eng Premier League
Luca Netz,de GER,DF,21,17,7,789,0,2,0,1,0,0.2,1.9,Gladbach,de Bundesliga
Manuel Neuer,de GER,GK,38,20,20,1800,0,0,0,0,0,0.0,0.5,Bayern Munich,de Bundesliga
Florian Neuhaus,de GER,MF,27,11,1,233,0,1,0,1,0,0.5,0.3,Gladbach,de Bundesliga
João Neves,pt POR,"MF,DF",20,20,16,1361,2,8,2,0,0,2.5,3.6,Paris S-G,fr Ligue 1
Yvan Neyou,cm CMR,MF,28,21,20,1739,1,1,1,10,0,0.6,0.4,Leganés,es La Liga
Cyril Ngonge,be BEL,"FW,DF",24,11,1,174,0,0,0,1,0,0.7,0.4,Napoli,it Serie A
Mikayil Ngor Faye,sn SEN,DF,20,10,6,598,0,0,0,1,1,0.3,0.0,Rennes,fr Ligue 1
Steve Ngoura,fr FRA,FW,20,8,2,289,0,0,0,0,0,1.3,0.4,Le Havre,fr Ligue 1
Bernard Nguene,cm CMR,FW,18,1,0,13,0,0,0,0,0,0.0,0.0,Nice,fr Ligue 1
Moussa Niakhate,sn SEN,DF,29,21,20,1826,0,0,0,0,0,0.1,0.3,Lyon,fr Ligue 1
Abdoulaye Niakhate Ndiaye,sn SEN,DF,22,13,11,1019,1,0,1,3,0,0.6,0.0,Brest,fr Ligue 1
Ibrahima Niane,sn SEN,FW,25,19,8,854,3,1,2,0,0,5.7,1.0,Angers,fr Ligue 1
Tanguy Nianzou,fr FRA,DF,22,6,6,518,0,0,0,3,1,0.2,0.0,Sevilla,es La Liga
Cheikh Niasse,sn SEN,MF,25,5,4,399,0,0,0,3,0,0.4,0.0,Hellas Verona,it Serie A
Rasmus Nicolaisen,dk DEN,DF,27,7,7,623,0,1,0,0,0,0.4,0.2,Toulouse,fr Ligue 1
Moritz Nicolas,de GER,GK,27,19,19,1639,0,0,0,0,0,0.0,0.0,Gladbach,de Bundesliga
Hans Nicolussi Caviglia,it ITA,MF,24,25,23,1961,4,2,4,6,1,1.3,1.2,Venezia,it Serie A
Julian Niehues,de GER,MF,23,3,0,51,0,0,0,0,0,0.0,0.1,Heidenheim,de Bundesliga
Saúl Ñíguez,es ESP,MF,30,14,12,1065,1,5,1,5,1,2.0,2.3,Sevilla,es La Liga
Eybi Nije,se SWE,"FW,MF",19,16,0,394,1,0,1,1,0,1.5,0.4,Torino,it Serie A
Tamás Nikitscher,hu HUN,MF,25,5,3,280,0,0,0,2,0,0.0,0.0,Valladolid,es La Liga
Adrian Niño,es ESP,FW,20,1,0,12,0,0,0,0,0,0.2,0.0,Atlético Madrid,es La Liga
Justin Njinmah,de GER,"FW,MF",24,17,9,747,2,1,2,1,0,1.6,0.9,Werder Bremen,de Bundesliga
Eddie Nketiah,eng ENG,"MF,FW",25,19,6,637,1,1,1,3,0,2.7,1.3,Crystal Palace,eng Premier League
Niels Nkounkou,fr FRA,"DF,MF",24,11,4,376,0,0,0,1,0,0.2,1.3,Eint Frankfurt,de Bundesliga
Christopher Nkunku,fr FRA,FW,27,23,6,709,3,2,3,2,0,4.4,2.0,Chelsea,eng Premier League
Felix Nmecha,de GER,MF,24,19,14,1131,2,1,2,2,0,0.3,0.8,Dortmund,de Bundesliga
Lukas Nmecha,de GER,FW,26,11,1,223,2,0,2,0,0,2.7,0.0,Wolfsburg,de Bundesliga
Arnaud Nordin,fr FRA,FW,26,16,14,1166,4,1,3,2,0,4.1,0.9,Montpellier,fr Ligue 1
Brooke Norton-Cuffy,eng ENG,"DF,MF",21,7,2,196,0,0,0,0,0,0.1,0.0,Genoa,it Serie A
Tijjani Noslin,nl NED,"FW,MF",25,22,8,692,2,2,2,2,0,1.3,1.1,Lazio,it Serie A
Hugo Novoa,es ESP,"DF,MF",22,5,2,237,0,0,0,0,0,0.5,0.2,Alavés,es La Liga
Plamedi Nsingi,,MF,24,1,0,16,0,0,0,0,0,0.2,0.0,Nantes,fr Ligue 1
Randy Nteka,ao ANG,FW,27,20,12,874,3,0,3,5,0,2.6,0.5,Rayo Vallecano,es La Liga
Ernest Nuamah,gh GHA,"FW,MF",21,19,10,874,2,1,2,1,0,2.0,1.0,Lyon,fr Ligue 1
Alexander Nübel,de GER,GK,28,24,24,2160,0,1,0,0,0,0.0,0.2,Stuttgart,de Bundesliga
Matheus Nunes,pt POR,"DF,MF",26,18,11,984,0,4,0,2,0,0.5,3.3,Manchester City,eng Premier League
Darwin Núñez,uy URU,FW,25,22,7,903,4,2,4,6,0,4.1,1.0,Liverpool,eng Premier League
Unai Núñez,es ESP,DF,28,3,3,270,0,0,0,1,0,0.2,0.0,Athletic Club,es La Liga
Antonio Nusa,no NOR,"MF,DF",19,21,15,1440,3,3,3,0,0,1.6,2.6,RB Leipzig,de Bundesliga
Ethan Nwaneri,eng ENG,"FW,MF",17,17,6,537,3,1,3,1,0,0.8,0.8,Arsenal,eng Premier League
Ørjan Nyland,no NOR,GK,34,19,19,1683,0,0,0,1,0,0.0,0.2,Sevilla,es La Liga
Allan Nyom,cm CMR,"DF,MF",36,12,8,640,1,1,1,4,0,0.5,0.3,Getafe,es La Liga
Rabby Nzingoula,cg CGO,MF,19,19,14,1183,1,0,1,8,0,0.8,1.5,Montpellier,fr Ligue 1
M'Bala Nzola,ao ANG,FW,28,18,15,1311,6,1,6,3,1,8.5,1.3,Lens,fr Ligue 1
Marwann Nzuzi,fr FRA,DF,20,2,2,125,0,0,0,2,0,0.0,0.1,Saint-Étienne,fr Ligue 1
Christian Nørgaard,dk DEN,MF,30,23,23,1830,3,2,3,4,1,2.7,0.6,Brentford,eng Premier League
Jake O'Brien,ie IRL,DF,23,10,7,671,1,0,1,3,0,0.2,0.3,Everton,eng Premier League
Matt O'Riley,dk DEN,MF,24,12,5,475,1,1,1,1,0,1.2,1.2,Brighton,eng Premier League
Dara O'Shea,ie IRL,DF,26,24,24,2132,0,0,0,6,0,0.8,0.0,Ipswich Town,eng Premier League
Adam Obert,sk SVK,DF,22,16,11,876,1,1,1,3,0,0.9,0.4,Cagliari,it Serie A
Chidozie Obi-Martin,dk DEN,FW,17,2,0,22,0,0,0,1,0,0.0,0.0,Manchester Utd,eng Premier League
Jan Oblak,si SVN,GK,32,25,25,2250,0,0,0,0,0,0.0,0.0,Atlético Madrid,es La Liga
Lucas Ocampos,ar ARG,FW,30,2,2,175,0,1,0,0,0,0.2,0.3,Sevilla,es La Liga
Jens Odgaard,dk DEN,"MF,FW",25,22,17,1423,4,0,4,1,0,2.5,1.2,Bologna,it Serie A
Wilson Odobert,fr FRA,FW,20,6,3,249,0,0,0,0,0,0.6,0.1,Tottenham,eng Premier League
Álvaro Odriozola,es ESP,DF,29,2,0,43,0,0,0,1,0,0.0,0.0,Real Sociedad,es La Liga
Tim Oermann,de GER,DF,21,19,16,1342,0,1,0,0,0,0.1,0.5,Bochum,de Bundesliga
Chiedozie Ogbene,ie IRL,FW,27,5,3,238,0,0,0,0,0,0.0,0.1,Ipswich Town,eng Premier League
Ifechukwu Ogbus,ch SUI,DF,19,2,0,19,0,0,0,0,0,0.0,0.0,Freiburg,de Bundesliga
Thiago Ojeda,ar ARG,MF,22,1,0,8,0,0,0,1,0,0.0,0.0,Villarreal,es La Liga
Hamzat Ojediran,ng NGA,"MF,FW",21,13,1,368,1,0,1,4,0,0.5,0.4,Lens,fr Ligue 1
Noah Okafor,ch SUI,"FW,MF",24,3,0,25,0,0,0,0,0,0.0,0.1,Napoli,it Serie A
Caleb Okoli,it ITA,DF,23,16,11,1003,0,0,0,3,0,0.1,0.0,Leicester City,eng Premier League
Yllan Okou,fr FRA,DF,22,1,0,2,0,0,0,0,0,0.0,0.0,Hellas Verona,it Serie A
Maduka Okoye,ng NGA,GK,25,14,14,1260,0,0,0,1,0,0.0,0.0,Udinese,it Serie A
Joseph Okumu,ke KEN,DF,27,14,12,1101,1,0,1,4,1,0.7,0.0,Reims,fr Ligue 1
Kazeem Olaigbe,be BEL,"FW,MF",22,3,0,48,0,0,0,0,0,0.2,0.3,Rennes,fr Ligue 1
Olasagasti,es ESP,MF,24,14,3,456,1,1,1,2,0,0.6,0.6,Real Sociedad,es La Liga
Ben Old,nz NZL,"MF,FW",22,6,4,376,0,0,0,0,0,0.8,0.7,Saint-Étienne,fr Ligue 1
Finn Ole Becker,de GER,MF,24,7,5,485,0,1,0,0,0,0.1,0.3,Hoffenheim,de Bundesliga
Michael Olise,fr FRA,"FW,MF",23,24,19,1546,8,7,8,1,0,6.4,6.5,Bayern Munich,de Bundesliga
Brian Oliván,es ESP,DF,30,17,12,1017,0,1,0,2,0,0.4,1.1,Espanyol,es La Liga
Lucas Oliveira Rosa,br BRA,DF,24,21,21,1890,0,1,0,6,0,0.9,2.0,Valladolid,es La Liga
Mathías Olivera,uy URU,DF,27,21,17,1568,0,1,0,2,0,0.6,1.3,Napoli,it Serie A
Dani Olmo,es ESP,"MF,FW",26,16,8,812,6,2,6,0,0,3.3,2.3,Barcelona,es La Liga
Robin Olsen,se SWE,GK,35,2,0,90,0,0,0,0,0,0.0,0.0,Aston Villa,eng Premier League
Warmed Omari,km COM,DF,24,1,0,8,0,0,0,0,0,0.0,0.0,Lyon,fr Ligue 1
Becir Omeragic,ch SUI,"DF,MF",23,16,15,1259,0,0,0,1,0,0.3,0.1,Montpellier,fr Ligue 1
Jonas Omlin,ch SUI,GK,31,6,5,458,0,0,0,0,1,0.0,0.0,Gladbach,de Bundesliga
